,poa_global,poa_direct,poa_diffuse,poa_sky_diffuse,poa_ground_diffuse,temp_air
2020-05-20 09:00:00+00:00,618.6303261918175,501.4136150853901,117.2167111064274,117.2167111064274,0.0,20.0
2020-05-20 09:30:00+00:00,673.8344790347421,552.1700506212569,121.66442841348521,121.66442841348521,0.0,20.0
2020-05-20 10:00:00+00:00,720.6087964393967,595.3387002330185,125.27009620637818,125.27009620637818,0.0,20.0
2020-05-20 10:30:00+00:00,758.083393880611,630.0173052457426,128.06608863486838,128.06608863486838,0.0,20.0
2020-05-20 11:00:00+00:00,785.5703443596666,655.5002329924062,130.07011136726044,130.07011136726044,0.0,20.0
2020-05-20 11:30:00+00:00,802.5695950852128,671.2783646598518,131.29123042536094,131.29123042536094,0.0,20.0
2020-05-20 12:00:00+00:00,808.7740566851194,677.0404466138709,131.73361007124845,131.73361007124845,0.0,20.0
2020-05-20 12:30:00+00:00,804.0729880920925,672.6744057599786,131.39858233211385,131.39858233211385,0.0,20.0
2020-05-20 13:00:00+00:00,788.5532482759522,658.2678838691819,130.28536440677033,130.28536440677033,0.0,20.0
2020-05-20 13:30:00+00:00,762.4982659854472,634.1077391311882,128.39052685425906,128.39052685425906,0.0,20.0
2020-05-20 14:00:00+00:00,726.3848399318688,600.678701226677,125.70613870519173,125.70613870519173,0.0,20.0
2020-05-20 14:30:00+00:00,680.8781490041846,558.6618372711434,122.21631173304115,122.21631173304115,0.0,20.0
2020-05-20 15:00:00+00:00,626.825768856201,508.93418907257006,117.8915797836309,117.8915797836309,0.0,20.0
2020-05-20 15:30:00+00:00,565.2521893575814,452.57208483952286,112.68010451805856,112.68010451805856,0.0,20.0
2020-05-20 16:00:00+00:00,497.3565590337718,390.86259394823344,106.49396508553838,106.49396508553838,0.0,20.0
2020-05-20 16:30:00+00:00,424.51899479215336,325.33141533504306,99.1875794571103,99.1875794571103,0.0,20.0
2020-05-20 17:00:00+00:00,348.3265651881722,257.80311413536765,90.52345105280455,90.52345105280455,0.0,20.0
2020-05-20 17:30:00+00:00,270.6438826920594,190.52528978089617,80.1185929111632,80.1185929111632,0.0,20.0
2020-05-20 18:00:00+00:00,193.78953559132424,126.42005473099458,67.36948086032966,67.36948086032966,0.0,20.0
2020-05-20 18:30:00+00:00,120.98142953645548,69.57674146779934,51.40468806865614,51.40468806865614,0.0,20.0
2020-05-20 19:00:00+00:00,57.49774355356147,26.04007539501952,31.45766815854195,31.45766815854195,0.0,20.0
2020-05-20 19:30:00+00:00,13.323119079396506,3.406556750087962,9.916562329308544,9.916562329308544,0.0,20.0
2020-05-20 20:00:00+00:00,0.11702274383879785,0.004052464219809189,0.11297027961898866,0.11297027961898866,0.0,20.0
